method,status,success,runtime_s,objective_soft_cost,native_hubo_energy,feasible,goal_arrival,full_success,path_length,turns,buffer_steps,visibility_rate
CP-SAT exact baseline (OR-Tools),OPTIMAL,True,1.0173084159905557,247.574,-20752.42878234273,True,True,True,14,6,4,0.85
